"","Date","Date_MY","Comments","Users","Posts","Total","Men..20.years.and.older","Women..20.years.and.older","X16.to.19.years.old","White","Black.or.African.American","Asian","Hispanic.or.Latino"
"2386","2020-02-23","2020-2",335,96616,57,63.4,71.6,59.3,36.6,63.3,63.2,64.2,68
"2387","2020-02-24","2020-2",477,96827,64,63.4,71.6,59.3,36.6,63.3,63.2,64.2,68
"2388","2020-02-25","2020-2",326,97150,65,63.4,71.6,59.3,36.6,63.3,63.2,64.2,68
"2389","2020-02-26","2020-2",625,97507,74,63.4,71.6,59.3,36.6,63.3,63.2,64.2,68
"2390","2020-02-27","2020-2",376,97794,64,63.4,71.6,59.3,36.6,63.3,63.2,64.2,68
"2391","2020-02-28","2020-2",331,97943,50,63.4,71.6,59.3,36.6,63.3,63.2,64.2,68
"2392","2020-02-29","2020-2",408,98297,54,63.4,71.6,59.3,36.6,63.3,63.2,64.2,68
"2393","2020-03-01","2020-3",398,98540,84,62.7,71,58.5,35.8,62.6,61.8,63.7,66.9
"2394","2020-03-02","2020-3",339,98686,48,62.7,71,58.5,35.8,62.6,61.8,63.7,66.9
"2395","2020-03-03","2020-3",410,98851,65,62.7,71,58.5,35.8,62.6,61.8,63.7,66.9
"2396","2020-03-04","2020-3",331,99070,64,62.7,71,58.5,35.8,62.6,61.8,63.7,66.9
"2397","2020-03-05","2020-3",461,99292,57,62.7,71,58.5,35.8,62.6,61.8,63.7,66.9
"2398","2020-03-06","2020-3",315,99509,43,62.7,71,58.5,35.8,62.6,61.8,63.7,66.9
"2399","2020-03-07","2020-3",282,99814,48,62.7,71,58.5,35.8,62.6,61.8,63.7,66.9
"2400","2020-03-08","2020-3",326,100099,55,62.7,71,58.5,35.8,62.6,61.8,63.7,66.9
"2401","2020-03-09","2020-3",379,100333,57,62.7,71,58.5,35.8,62.6,61.8,63.7,66.9
"2402","2020-03-10","2020-3",387,100542,47,62.7,71,58.5,35.8,62.6,61.8,63.7,66.9
"2403","2020-03-11","2020-3",313,100808,52,62.7,71,58.5,35.8,62.6,61.8,63.7,66.9
"2404","2020-03-12","2020-3",127,101006,30,62.7,71,58.5,35.8,62.6,61.8,63.7,66.9
"2405","2020-03-13","2020-3",290,101253,41,62.7,71,58.5,35.8,62.6,61.8,63.7,66.9
"2406","2020-03-14","2020-3",387,101692,38,62.7,71,58.5,35.8,62.6,61.8,63.7,66.9
"2407","2020-03-15","2020-3",369,101878,45,62.7,71,58.5,35.8,62.6,61.8,63.7,66.9
"2408","2020-03-16","2020-3",358,102162,56,62.7,71,58.5,35.8,62.6,61.8,63.7,66.9
"2409","2020-03-17","2020-3",437,102402,65,62.7,71,58.5,35.8,62.6,61.8,63.7,66.9
"2410","2020-03-18","2020-3",NA,102831,NA,62.7,71,58.5,35.8,62.6,61.8,63.7,66.9
"2411","2020-03-19","2020-3",417,103381,70,62.7,71,58.5,35.8,62.6,61.8,63.7,66.9
"2412","2020-03-20","2020-3",301,103998,67,62.7,71,58.5,35.8,62.6,61.8,63.7,66.9
"2413","2020-03-21","2020-3",NA,104283,NA,62.7,71,58.5,35.8,62.6,61.8,63.7,66.9
"2414","2020-03-22","2020-3",282,104427,42,62.7,71,58.5,35.8,62.6,61.8,63.7,66.9
"2415","2020-03-23","2020-3",188,104700,47,62.7,71,58.5,35.8,62.6,61.8,63.7,66.9
"2416","2020-03-24","2020-3",343,104917,56,62.7,71,58.5,35.8,62.6,61.8,63.7,66.9
"2417","2020-03-25","2020-3",296,105211,59,62.7,71,58.5,35.8,62.6,61.8,63.7,66.9
"2418","2020-03-26","2020-3",307,105395,45,62.7,71,58.5,35.8,62.6,61.8,63.7,66.9
"2419","2020-03-27","2020-3",301,105579,31,62.7,71,58.5,35.8,62.6,61.8,63.7,66.9
"2420","2020-03-28","2020-3",719,106591,34,62.7,71,58.5,35.8,62.6,61.8,63.7,66.9
"2421","2020-03-29","2020-3",943,106735,45,62.7,71,58.5,35.8,62.6,61.8,63.7,66.9
"2422","2020-03-30","2020-3",369,106923,48,62.7,71,58.5,35.8,62.6,61.8,63.7,66.9
"2423","2020-03-31","2020-3",446,107046,46,62.7,71,58.5,35.8,62.6,61.8,63.7,66.9
"2424","2020-04-01","2020-4",374,107170,50,60.2,68.6,56.3,30,60.3,58.5,60.9,63.3
"2425","2020-04-02","2020-4",396,107336,37,60.2,68.6,56.3,30,60.3,58.5,60.9,63.3
"2426","2020-04-03","2020-4",322,107568,41,60.2,68.6,56.3,30,60.3,58.5,60.9,63.3
"2427","2020-04-04","2020-4",NA,107742,NA,60.2,68.6,56.3,30,60.3,58.5,60.9,63.3
"2428","2020-04-05","2020-4",133,107876,30,60.2,68.6,56.3,30,60.3,58.5,60.9,63.3
"2429","2020-04-06","2020-4",242,108093,38,60.2,68.6,56.3,30,60.3,58.5,60.9,63.3
"2430","2020-04-07","2020-4",199,108239,31,60.2,68.6,56.3,30,60.3,58.5,60.9,63.3
"2431","2020-04-08","2020-4",280,108434,41,60.2,68.6,56.3,30,60.3,58.5,60.9,63.3
"2432","2020-04-09","2020-4",376,108664,36,60.2,68.6,56.3,30,60.3,58.5,60.9,63.3
"2433","2020-04-10","2020-4",295,108832,40,60.2,68.6,56.3,30,60.3,58.5,60.9,63.3
"2434","2020-04-11","2020-4",182,108989,44,60.2,68.6,56.3,30,60.3,58.5,60.9,63.3
"2435","2020-04-12","2020-4",162,109216,36,60.2,68.6,56.3,30,60.3,58.5,60.9,63.3
"2436","2020-04-13","2020-4",285,109514,40,60.2,68.6,56.3,30,60.3,58.5,60.9,63.3
"2437","2020-04-14","2020-4",264,109701,36,60.2,68.6,56.3,30,60.3,58.5,60.9,63.3
"2438","2020-04-15","2020-4",289,109850,29,60.2,68.6,56.3,30,60.3,58.5,60.9,63.3
"2439","2020-04-16","2020-4",273,110049,53,60.2,68.6,56.3,30,60.3,58.5,60.9,63.3
"2440","2020-04-17","2020-4",344,110209,64,60.2,68.6,56.3,30,60.3,58.5,60.9,63.3
"2441","2020-04-18","2020-4",254,110415,46,60.2,68.6,56.3,30,60.3,58.5,60.9,63.3
"2442","2020-04-19","2020-4",342,110561,41,60.2,68.6,56.3,30,60.3,58.5,60.9,63.3
"2443","2020-04-20","2020-4",280,110695,38,60.2,68.6,56.3,30,60.3,58.5,60.9,63.3
"2444","2020-04-21","2020-4",332,110792,45,60.2,68.6,56.3,30,60.3,58.5,60.9,63.3
"2445","2020-04-22","2020-4",337,110977,56,60.2,68.6,56.3,30,60.3,58.5,60.9,63.3
"2446","2020-04-23","2020-4",244,111118,42,60.2,68.6,56.3,30,60.3,58.5,60.9,63.3
"2447","2020-04-24","2020-4",162,111301,33,60.2,68.6,56.3,30,60.3,58.5,60.9,63.3
"2448","2020-04-25","2020-4",247,111445,40,60.2,68.6,56.3,30,60.3,58.5,60.9,63.3
"2449","2020-04-26","2020-4",369,111588,37,60.2,68.6,56.3,30,60.3,58.5,60.9,63.3
"2450","2020-04-27","2020-4",256,111773,49,60.2,68.6,56.3,30,60.3,58.5,60.9,63.3
"2451","2020-04-28","2020-4",338,111915,41,60.2,68.6,56.3,30,60.3,58.5,60.9,63.3
"2452","2020-04-29","2020-4",306,112094,54,60.2,68.6,56.3,30,60.3,58.5,60.9,63.3
"2453","2020-04-30","2020-4",254,112461,40,60.2,68.6,56.3,30,60.3,58.5,60.9,63.3
"2454","2020-05-01","2020-5",239,112731,41,60.8,69.1,56.7,33.2,61,59.7,61,64.2
"2455","2020-05-02","2020-5",263,112944,46,60.8,69.1,56.7,33.2,61,59.7,61,64.2
"2456","2020-05-03","2020-5",234,113084,45,60.8,69.1,56.7,33.2,61,59.7,61,64.2
"2457","2020-05-04","2020-5",271,113289,57,60.8,69.1,56.7,33.2,61,59.7,61,64.2
"2458","2020-05-05","2020-5",271,113542,48,60.8,69.1,56.7,33.2,61,59.7,61,64.2
"2459","2020-05-06","2020-5",333,113886,49,60.8,69.1,56.7,33.2,61,59.7,61,64.2
"2460","2020-05-07","2020-5",293,114087,37,60.8,69.1,56.7,33.2,61,59.7,61,64.2
"2461","2020-05-08","2020-5",393,114223,37,60.8,69.1,56.7,33.2,61,59.7,61,64.2
"2462","2020-05-09","2020-5",343,114412,27,60.8,69.1,56.7,33.2,61,59.7,61,64.2
"2463","2020-05-10","2020-5",394,114744,51,60.8,69.1,56.7,33.2,61,59.7,61,64.2
"2464","2020-05-11","2020-5",379,114908,53,60.8,69.1,56.7,33.2,61,59.7,61,64.2
"2465","2020-05-12","2020-5",443,115091,48,60.8,69.1,56.7,33.2,61,59.7,61,64.2
"2466","2020-05-13","2020-5",271,115228,48,60.8,69.1,56.7,33.2,61,59.7,61,64.2
"2467","2020-05-14","2020-5",330,115572,37,60.8,69.1,56.7,33.2,61,59.7,61,64.2
"2468","2020-05-15","2020-5",338,115813,30,60.8,69.1,56.7,33.2,61,59.7,61,64.2
"2469","2020-05-16","2020-5",351,116090,38,60.8,69.1,56.7,33.2,61,59.7,61,64.2
"2470","2020-05-17","2020-5",259,116233,33,60.8,69.1,56.7,33.2,61,59.7,61,64.2
"2471","2020-05-18","2020-5",322,116868,47,60.8,69.1,56.7,33.2,61,59.7,61,64.2
"2472","2020-05-19","2020-5",516,117274,48,60.8,69.1,56.7,33.2,61,59.7,61,64.2
"2473","2020-05-20","2020-5",341,117440,40,60.8,69.1,56.7,33.2,61,59.7,61,64.2
"2474","2020-05-21","2020-5",NA,117854,NA,60.8,69.1,56.7,33.2,61,59.7,61,64.2
"2475","2020-05-22","2020-5",255,118083,52,60.8,69.1,56.7,33.2,61,59.7,61,64.2
"2476","2020-05-23","2020-5",194,118347,27,60.8,69.1,56.7,33.2,61,59.7,61,64.2
"2477","2020-05-24","2020-5",278,118615,45,60.8,69.1,56.7,33.2,61,59.7,61,64.2
"2478","2020-05-25","2020-5",365,118837,36,60.8,69.1,56.7,33.2,61,59.7,61,64.2
"2479","2020-05-26","2020-5",346,119035,45,60.8,69.1,56.7,33.2,61,59.7,61,64.2
"2480","2020-05-27","2020-5",385,119252,41,60.8,69.1,56.7,33.2,61,59.7,61,64.2
"2481","2020-05-28","2020-5",331,119409,39,60.8,69.1,56.7,33.2,61,59.7,61,64.2
"2482","2020-05-29","2020-5",211,119531,35,60.8,69.1,56.7,33.2,61,59.7,61,64.2
"2483","2020-05-30","2020-5",352,119785,32,60.8,69.1,56.7,33.2,61,59.7,61,64.2
"2484","2020-05-31","2020-5",205,119878,25,60.8,69.1,56.7,33.2,61,59.7,61,64.2
"2485","2020-06-01","2020-6",188,119979,26,61.4,69.7,57.4,33.2,61.6,59.9,61.6,65.5
"2486","2020-06-02","2020-6",232,120207,43,61.4,69.7,57.4,33.2,61.6,59.9,61.6,65.5
"2487","2020-06-03","2020-6",382,122036,38,61.4,69.7,57.4,33.2,61.6,59.9,61.6,65.5
"2488","2020-06-04","2020-6",581,123448,54,61.4,69.7,57.4,33.2,61.6,59.9,61.6,65.5
"2489","2020-06-05","2020-6",275,123787,40,61.4,69.7,57.4,33.2,61.6,59.9,61.6,65.5
"2490","2020-06-06","2020-6",327,123958,38,61.4,69.7,57.4,33.2,61.6,59.9,61.6,65.5
"2491","2020-06-07","2020-6",326,124185,42,61.4,69.7,57.4,33.2,61.6,59.9,61.6,65.5
"2492","2020-06-08","2020-6",348,124371,41,61.4,69.7,57.4,33.2,61.6,59.9,61.6,65.5
"2493","2020-06-09","2020-6",254,125120,40,61.4,69.7,57.4,33.2,61.6,59.9,61.6,65.5
"2494","2020-06-10","2020-6",365,125476,37,61.4,69.7,57.4,33.2,61.6,59.9,61.6,65.5
"2495","2020-06-11","2020-6",277,125898,48,61.4,69.7,57.4,33.2,61.6,59.9,61.6,65.5
"2496","2020-06-12","2020-6",286,126043,46,61.4,69.7,57.4,33.2,61.6,59.9,61.6,65.5
"2497","2020-06-13","2020-6",233,126269,27,61.4,69.7,57.4,33.2,61.6,59.9,61.6,65.5
"2498","2020-06-14","2020-6",348,126406,37,61.4,69.7,57.4,33.2,61.6,59.9,61.6,65.5
"2499","2020-06-15","2020-6",295,126678,50,61.4,69.7,57.4,33.2,61.6,59.9,61.6,65.5
"2500","2020-06-16","2020-6",304,126867,33,61.4,69.7,57.4,33.2,61.6,59.9,61.6,65.5
"2501","2020-06-17","2020-6",451,127142,50,61.4,69.7,57.4,33.2,61.6,59.9,61.6,65.5
"2502","2020-06-18","2020-6",321,127659,40,61.4,69.7,57.4,33.2,61.6,59.9,61.6,65.5
"2503","2020-06-19","2020-6",388,127926,37,61.4,69.7,57.4,33.2,61.6,59.9,61.6,65.5
"2504","2020-06-20","2020-6",452,128638,39,61.4,69.7,57.4,33.2,61.6,59.9,61.6,65.5
"2505","2020-06-21","2020-6",481,129207,60,61.4,69.7,57.4,33.2,61.6,59.9,61.6,65.5
"2506","2020-06-22","2020-6",372,129442,50,61.4,69.7,57.4,33.2,61.6,59.9,61.6,65.5
"2507","2020-06-23","2020-6",457,129920,57,61.4,69.7,57.4,33.2,61.6,59.9,61.6,65.5
"2508","2020-06-24","2020-6",458,130446,58,61.4,69.7,57.4,33.2,61.6,59.9,61.6,65.5
"2509","2020-06-25","2020-6",459,130892,58,61.4,69.7,57.4,33.2,61.6,59.9,61.6,65.5
"2510","2020-06-26","2020-6",349,131389,52,61.4,69.7,57.4,33.2,61.6,59.9,61.6,65.5
"2511","2020-06-27","2020-6",270,131613,45,61.4,69.7,57.4,33.2,61.6,59.9,61.6,65.5
"2512","2020-06-28","2020-6",339,132008,64,61.4,69.7,57.4,33.2,61.6,59.9,61.6,65.5
"2513","2020-06-29","2020-6",468,132374,56,61.4,69.7,57.4,33.2,61.6,59.9,61.6,65.5
"2514","2020-06-30","2020-6",603,132997,54,61.4,69.7,57.4,33.2,61.6,59.9,61.6,65.5
"2515","2020-07-01","2020-7",403,133261,58,61.5,69.6,57.6,33,61.5,60.2,63.5,64.7
"2516","2020-07-02","2020-7",307,133575,52,61.5,69.6,57.6,33,61.5,60.2,63.5,64.7
"2517","2020-07-03","2020-7",366,134400,42,61.5,69.6,57.6,33,61.5,60.2,63.5,64.7
"2518","2020-07-04","2020-7",328,134671,46,61.5,69.6,57.6,33,61.5,60.2,63.5,64.7
"2519","2020-07-05","2020-7",219,134900,47,61.5,69.6,57.6,33,61.5,60.2,63.5,64.7
"2520","2020-07-06","2020-7",207,135302,28,61.5,69.6,57.6,33,61.5,60.2,63.5,64.7
"2521","2020-07-07","2020-7",582,136123,69,61.5,69.6,57.6,33,61.5,60.2,63.5,64.7
"2522","2020-07-08","2020-7",193,136794,65,61.5,69.6,57.6,33,61.5,60.2,63.5,64.7
"2523","2020-07-09","2020-7",7,137244,54,61.5,69.6,57.6,33,61.5,60.2,63.5,64.7
"2524","2020-07-10","2020-7",4,137479,41,61.5,69.6,57.6,33,61.5,60.2,63.5,64.7
"2525","2020-07-11","2020-7",6,137699,53,61.5,69.6,57.6,33,61.5,60.2,63.5,64.7
"2526","2020-07-12","2020-7",10,137910,58,61.5,69.6,57.6,33,61.5,60.2,63.5,64.7
"2527","2020-07-13","2020-7",352,138270,85,61.5,69.6,57.6,33,61.5,60.2,63.5,64.7
"2528","2020-07-14","2020-7",818,138786,59,61.5,69.6,57.6,33,61.5,60.2,63.5,64.7
"2529","2020-07-15","2020-7",586,139240,46,61.5,69.6,57.6,33,61.5,60.2,63.5,64.7
"2530","2020-07-16","2020-7",428,139555,49,61.5,69.6,57.6,33,61.5,60.2,63.5,64.7
"2531","2020-07-17","2020-7",474,139738,33,61.5,69.6,57.6,33,61.5,60.2,63.5,64.7
"2532","2020-07-18","2020-7",594,140095,40,61.5,69.6,57.6,33,61.5,60.2,63.5,64.7
"2533","2020-07-19","2020-7",889,140452,70,61.5,69.6,57.6,33,61.5,60.2,63.5,64.7
"2534","2020-07-20","2020-7",664,140739,61,61.5,69.6,57.6,33,61.5,60.2,63.5,64.7
"2535","2020-07-21","2020-7",849,140967,62,61.5,69.6,57.6,33,61.5,60.2,63.5,64.7
"2536","2020-07-22","2020-7",660,141328,49,61.5,69.6,57.6,33,61.5,60.2,63.5,64.7
"2537","2020-07-23","2020-7",597,141658,67,61.5,69.6,57.6,33,61.5,60.2,63.5,64.7
"2538","2020-07-24","2020-7",599,141818,46,61.5,69.6,57.6,33,61.5,60.2,63.5,64.7
"2539","2020-07-25","2020-7",516,142055,41,61.5,69.6,57.6,33,61.5,60.2,63.5,64.7
"2540","2020-07-26","2020-7",619,142342,65,61.5,69.6,57.6,33,61.5,60.2,63.5,64.7
"2541","2020-07-27","2020-7",667,142694,47,61.5,69.6,57.6,33,61.5,60.2,63.5,64.7
"2542","2020-07-28","2020-7",551,143164,66,61.5,69.6,57.6,33,61.5,60.2,63.5,64.7
"2543","2020-07-29","2020-7",523,143392,53,61.5,69.6,57.6,33,61.5,60.2,63.5,64.7
"2544","2020-07-30","2020-7",749,143644,42,61.5,69.6,57.6,33,61.5,60.2,63.5,64.7
"2545","2020-07-31","2020-7",684,143851,54,61.5,69.6,57.6,33,61.5,60.2,63.5,64.7
"2546","2020-08-01","2020-8",663,144248,65,61.7,70,57.5,34,61.8,60.1,63.7,65.4
"2547","2020-08-02","2020-8",NA,144503,NA,61.7,70,57.5,34,61.8,60.1,63.7,65.4
"2548","2020-08-03","2020-8",578,144856,50,61.7,70,57.5,34,61.8,60.1,63.7,65.4
"2549","2020-08-04","2020-8",653,145291,65,61.7,70,57.5,34,61.8,60.1,63.7,65.4
"2550","2020-08-05","2020-8",570,145777,58,61.7,70,57.5,34,61.8,60.1,63.7,65.4
"2551","2020-08-06","2020-8",682,146460,67,61.7,70,57.5,34,61.8,60.1,63.7,65.4
"2552","2020-08-07","2020-8",603,146693,52,61.7,70,57.5,34,61.8,60.1,63.7,65.4
"2553","2020-08-08","2020-8",961,147136,66,61.7,70,57.5,34,61.8,60.1,63.7,65.4
"2554","2020-08-09","2020-8",624,147334,63,61.7,70,57.5,34,61.8,60.1,63.7,65.4
"2555","2020-08-10","2020-8",1121,147939,61,61.7,70,57.5,34,61.8,60.1,63.7,65.4
"2556","2020-08-11","2020-8",681,148571,65,61.7,70,57.5,34,61.8,60.1,63.7,65.4
"2557","2020-08-12","2020-8",910,149054,69,61.7,70,57.5,34,61.8,60.1,63.7,65.4
"2558","2020-08-13","2020-8",607,149383,64,61.7,70,57.5,34,61.8,60.1,63.7,65.4
"2559","2020-08-14","2020-8",376,149755,39,61.7,70,57.5,34,61.8,60.1,63.7,65.4
"2560","2020-08-15","2020-8",1025,150132,54,61.7,70,57.5,34,61.8,60.1,63.7,65.4
"2561","2020-08-16","2020-8",627,150504,54,61.7,70,57.5,34,61.8,60.1,63.7,65.4
"2562","2020-08-17","2020-8",644,150835,64,61.7,70,57.5,34,61.8,60.1,63.7,65.4
"2563","2020-08-18","2020-8",761,151306,79,61.7,70,57.5,34,61.8,60.1,63.7,65.4
"2564","2020-08-19","2020-8",909,151636,89,61.7,70,57.5,34,61.8,60.1,63.7,65.4
"2565","2020-08-20","2020-8",861,152382,74,61.7,70,57.5,34,61.8,60.1,63.7,65.4
"2566","2020-08-21","2020-8",710,152969,52,61.7,70,57.5,34,61.8,60.1,63.7,65.4
"2567","2020-08-22","2020-8",667,153365,55,61.7,70,57.5,34,61.8,60.1,63.7,65.4
"2568","2020-08-23","2020-8",884,153930,75,61.7,70,57.5,34,61.8,60.1,63.7,65.4
"2569","2020-08-24","2020-8",962,154608,78,61.7,70,57.5,34,61.8,60.1,63.7,65.4
"2570","2020-08-25","2020-8",660,155373,54,61.7,70,57.5,34,61.8,60.1,63.7,65.4
"2571","2020-08-26","2020-8",376,155695,62,61.7,70,57.5,34,61.8,60.1,63.7,65.4
"2572","2020-08-27","2020-8",NA,155945,NA,61.7,70,57.5,34,61.8,60.1,63.7,65.4
"2573","2020-08-28","2020-8",NA,156573,NA,61.7,70,57.5,34,61.8,60.1,63.7,65.4
"2574","2020-08-29","2020-8",NA,157719,NA,61.7,70,57.5,34,61.8,60.1,63.7,65.4
"2575","2020-08-30","2020-8",133,157992,47,61.7,70,57.5,34,61.8,60.1,63.7,65.4
"2576","2020-08-31","2020-8",NA,158817,NA,61.7,70,57.5,34,61.8,60.1,63.7,65.4
"2577","2020-09-01","2020-9",321,159247,43,61.4,69.8,56.9,35.8,61.6,59.8,62.9,64.9
"2578","2020-09-02","2020-9",507,159695,96,61.4,69.8,56.9,35.8,61.6,59.8,62.9,64.9
"2579","2020-09-03","2020-9",512,160154,71,61.4,69.8,56.9,35.8,61.6,59.8,62.9,64.9
"2580","2020-09-04","2020-9",546,160607,64,61.4,69.8,56.9,35.8,61.6,59.8,62.9,64.9
"2581","2020-09-05","2020-9",571,160941,49,61.4,69.8,56.9,35.8,61.6,59.8,62.9,64.9
"2582","2020-09-06","2020-9",597,161326,66,61.4,69.8,56.9,35.8,61.6,59.8,62.9,64.9
"2583","2020-09-07","2020-9",761,161620,80,61.4,69.8,56.9,35.8,61.6,59.8,62.9,64.9
"2584","2020-09-08","2020-9",629,162034,67,61.4,69.8,56.9,35.8,61.6,59.8,62.9,64.9
"2585","2020-09-09","2020-9",388,162304,44,61.4,69.8,56.9,35.8,61.6,59.8,62.9,64.9
"2586","2020-09-10","2020-9",NA,162626,NA,61.4,69.8,56.9,35.8,61.6,59.8,62.9,64.9
"2587","2020-09-11","2020-9",NA,NA,NA,61.4,69.8,56.9,35.8,61.6,59.8,62.9,64.9
"2588","2020-09-12","2020-9",NA,NA,NA,61.4,69.8,56.9,35.8,61.6,59.8,62.9,64.9
"2589","2020-09-13","2020-9",NA,NA,NA,61.4,69.8,56.9,35.8,61.6,59.8,62.9,64.9
"2590","2020-09-14","2020-9",NA,163817,NA,61.4,69.8,56.9,35.8,61.6,59.8,62.9,64.9
"2591","2020-09-15","2020-9",NA,NA,NA,61.4,69.8,56.9,35.8,61.6,59.8,62.9,64.9
"2592","2020-09-16","2020-9",NA,NA,NA,61.4,69.8,56.9,35.8,61.6,59.8,62.9,64.9
"2593","2020-09-17","2020-9",NA,165541,NA,61.4,69.8,56.9,35.8,61.6,59.8,62.9,64.9
"2594","2020-09-18","2020-9",NA,NA,NA,61.4,69.8,56.9,35.8,61.6,59.8,62.9,64.9
"2595","2020-09-19","2020-9",NA,NA,NA,61.4,69.8,56.9,35.8,61.6,59.8,62.9,64.9
"2596","2020-09-20","2020-9",NA,NA,NA,61.4,69.8,56.9,35.8,61.6,59.8,62.9,64.9
"2597","2020-09-21","2020-9",NA,167451,NA,61.4,69.8,56.9,35.8,61.6,59.8,62.9,64.9
"2598","2020-09-22","2020-9",NA,NA,NA,61.4,69.8,56.9,35.8,61.6,59.8,62.9,64.9
"2599","2020-09-23","2020-9",NA,NA,NA,61.4,69.8,56.9,35.8,61.6,59.8,62.9,64.9
"2600","2020-09-24","2020-9",NA,168927,NA,61.4,69.8,56.9,35.8,61.6,59.8,62.9,64.9
"2601","2020-09-25","2020-9",NA,NA,NA,61.4,69.8,56.9,35.8,61.6,59.8,62.9,64.9
"2602","2020-09-26","2020-9",NA,NA,NA,61.4,69.8,56.9,35.8,61.6,59.8,62.9,64.9
"2603","2020-09-27","2020-9",27,NA,4,61.4,69.8,56.9,35.8,61.6,59.8,62.9,64.9
"2604","2020-09-28","2020-9",869,171151,71,61.4,69.8,56.9,35.8,61.6,59.8,62.9,64.9
"2605","2020-09-29","2020-9",536,171535,71,61.4,69.8,56.9,35.8,61.6,59.8,62.9,64.9
"2606","2020-09-30","2020-9",606,171905,54,61.4,69.8,56.9,35.8,61.6,59.8,62.9,64.9
"2607","2020-10-01","2020-10",583,172184,49,61.6,70,57.2,36,61.8,60.2,62.7,65.6
"2608","2020-10-02","2020-10",572,172639,44,61.6,70,57.2,36,61.8,60.2,62.7,65.6
"2609","2020-10-03","2020-10",460,173147,53,61.6,70,57.2,36,61.8,60.2,62.7,65.6
"2610","2020-10-04","2020-10",814,173923,81,61.6,70,57.2,36,61.8,60.2,62.7,65.6
"2611","2020-10-05","2020-10",700,174436,83,61.6,70,57.2,36,61.8,60.2,62.7,65.6
"2612","2020-10-06","2020-10",729,175076,87,61.6,70,57.2,36,61.8,60.2,62.7,65.6
"2613","2020-10-07","2020-10",835,175865,75,61.6,70,57.2,36,61.8,60.2,62.7,65.6
"2614","2020-10-08","2020-10",658,176405,70,61.6,70,57.2,36,61.8,60.2,62.7,65.6
"2615","2020-10-09","2020-10",494,176631,62,61.6,70,57.2,36,61.8,60.2,62.7,65.6
"2616","2020-10-10","2020-10",465,176844,55,61.6,70,57.2,36,61.8,60.2,62.7,65.6
"2617","2020-10-11","2020-10",805,177142,91,61.6,70,57.2,36,61.8,60.2,62.7,65.6
"2618","2020-10-12","2020-10",856,178112,90,61.6,70,57.2,36,61.8,60.2,62.7,65.6
"2619","2020-10-13","2020-10",1063,178485,67,61.6,70,57.2,36,61.8,60.2,62.7,65.6
"2620","2020-10-14","2020-10",723,178923,81,61.6,70,57.2,36,61.8,60.2,62.7,65.6
"2621","2020-10-15","2020-10",863,179375,65,61.6,70,57.2,36,61.8,60.2,62.7,65.6
"2622","2020-10-16","2020-10",607,179758,66,61.6,70,57.2,36,61.8,60.2,62.7,65.6
"2623","2020-10-17","2020-10",573,179932,63,61.6,70,57.2,36,61.8,60.2,62.7,65.6
"2624","2020-10-18","2020-10",574,180375,44,61.6,70,57.2,36,61.8,60.2,62.7,65.6
"2625","2020-10-19","2020-10",681,180795,48,61.6,70,57.2,36,61.8,60.2,62.7,65.6
"2626","2020-10-20","2020-10",581,181142,51,61.6,70,57.2,36,61.8,60.2,62.7,65.6
"2627","2020-10-21","2020-10",700,181466,73,61.6,70,57.2,36,61.8,60.2,62.7,65.6
"2628","2020-10-22","2020-10",810,181848,65,61.6,70,57.2,36,61.8,60.2,62.7,65.6
"2629","2020-10-23","2020-10",1524,183378,38,61.6,70,57.2,36,61.8,60.2,62.7,65.6
"2630","2020-10-24","2020-10",736,184051,46,61.6,70,57.2,36,61.8,60.2,62.7,65.6
"2631","2020-10-25","2020-10",726,184302,75,61.6,70,57.2,36,61.8,60.2,62.7,65.6
"2632","2020-10-26","2020-10",482,NA,50,61.6,70,57.2,36,61.8,60.2,62.7,65.6
"2633","2020-10-27","2020-10",556,NA,52,61.6,70,57.2,36,61.8,60.2,62.7,65.6
"2634","2020-10-28","2020-10",555,NA,60,61.6,70,57.2,36,61.8,60.2,62.7,65.6
"2635","2020-10-29","2020-10",694,NA,67,61.6,70,57.2,36,61.8,60.2,62.7,65.6
"2636","2020-10-30","2020-10",742,185950,60,61.6,70,57.2,36,61.8,60.2,62.7,65.6
"2637","2020-10-31","2020-10",550,NA,49,61.6,70,57.2,36,61.8,60.2,62.7,65.6
"2638","2020-11-01","2020-11",527,NA,45,61.5,69.7,57.2,35.8,61.5,60.4,62.7,65.4
"2639","2020-11-02","2020-11",658,NA,59,61.5,69.7,57.2,35.8,61.5,60.4,62.7,65.4
"2640","2020-11-03","2020-11",374,NA,43,61.5,69.7,57.2,35.8,61.5,60.4,62.7,65.4
"2641","2020-11-04","2020-11",331,187671,49,61.5,69.7,57.2,35.8,61.5,60.4,62.7,65.4
"2642","2020-11-05","2020-11",398,187993,53,61.5,69.7,57.2,35.8,61.5,60.4,62.7,65.4
"2643","2020-11-06","2020-11",386,188562,48,61.5,69.7,57.2,35.8,61.5,60.4,62.7,65.4
"2644","2020-11-07","2020-11",428,188887,42,61.5,69.7,57.2,35.8,61.5,60.4,62.7,65.4
"2645","2020-11-08","2020-11",526,189518,75,61.5,69.7,57.2,35.8,61.5,60.4,62.7,65.4
"2646","2020-11-09","2020-11",555,189908,68,61.5,69.7,57.2,35.8,61.5,60.4,62.7,65.4
"2647","2020-11-10","2020-11",864,190766,80,61.5,69.7,57.2,35.8,61.5,60.4,62.7,65.4
